video_id,cleaned_transcript,labels,generated_labels
_4tpTGP-Tfw,album ba chanel channel dj herz hz loud mar master monster music neighbor song sord tr,[2],
yhJ2VXTRozY,android capac capacit chipstead dual eighti hmmm inch make manufactur mold nec negev next nineti one price resolut sampl tablet thank week ye yeah,"[21, 23, 24, 74, 131]",
B3JXenr-yV0,android applic blackberri calendar contact email inbox know messag mike playbook smartphon uh um,"[21, 23, 24, 74, 131, 758, 3537]",
03huIzZzlTw,applaus enemi fire fore fu guard infantri insid music nice posit spe stop water,"[0, 1, 36, 124, 3451]",
1W9N7Xkhibk,confus copi display document drive file flash go gonna gotta lot music ps see select transfer triangl usb youll,"[0, 1, 105, 183]",
-lVPYuqw_JE,danc feel fk get hallelu ht like mag move music night old par ride sch te train,"[255, 1097]",
rUAiFrnQfQs,brian combo featur freestyl month ricardo ritz video,[557],
QwX7hvx5CYk,advic ahead applaus atad behind care clime comp competit decid decis dei fe juic ladder live look music peopl slore somehow take understand want wo yeah,[9],
AmhbDEZkKXY,dang friendli get go god got grappl he hide laser man million oh tall uav vcan where,"[0, 1, 35, 36, 85, 403]",
2dZ-pcY4IAs,appl banana blend bowl cookcom frozen fruit get go juic kind layer like okay place recip scoop singl slushi sour splash textur tray watermelon,"[11, 20, 123, 229, 302, 625, 1011, 1016, 1822, 2154]",
m-Y7cnp3U_k,anim bald california captiv eagl endang extinct fox golden habitat island mullen nbc predat speci,"[15, 2401]",
yPcuHnS5d5s,app develop game ipad iphon nova screen sdk store,"[0, 1, 73, 209]",
s6EwQvgwOek,cauliflow cook cream cut garlic meat mushroom realli rice sort steak stew venison,"[11, 20, 22, 29, 32, 120, 122, 747]",
8nGyKADnE8s,crummi descript game like look menu montreal never nextg pictur render seen skin superman tumblr wb,"[268, 682]",
7w9qfHiRu9A,applaus fl fore music,[2243],
GAoeX-3LrCw,applaus easi got head hmm music noth oh problem wasnt young,"[0, 12]",
JkE-27CgIHU,ach around cri desert give go goodby lie never run tell,"[157, 481]",
N6D9VcemfY0,academi afid afraid beyonc classroom everybodi fifth gaga grader greg grinberg hallen im innoc internet know ladi perform sensat singer stand take teacher togeth upbodi wea yanke,"[3, 6, 41]",
KucJUnXMd3Y,applaus music oh,"[26, 260]",
1x4MooYHMP8,applaus music,"[2, 7]",
XwF52I2MuoA,bundl curl extens hair shrinkag,"[50, 65, 256]",
XJOZk9EDSaQ,burton eye french go im kitti like littl make manicur okay orang scroll star tardi tart tear tini,"[39, 181, 216, 222, 249]",
FacuRdViBpI,music nah pression uhh woo,[3011],
PmHNecNguDM,bandwidth batteri board cell cost decod go higher imx netbook pixel right screen summer target uh um version ye,"[74, 187, 200]",
Rpa8ZcaETgU,alivi bad commit crime damn dang dream fantast feel got justic lel music pain pay plea readi sweet,"[0, 1, 69, 934, 1141]",
cjwqvbiT95I,ah hello uh um,"[17, 19, 48, 128, 129]",
RdMl7KwM-nQ,alli believ blacklist burn cell chang chao clan coast could daylight enemi engin everywher freedom futur inflict maintain majid man music peggi rais return rule sadik silenc splinter terror threat tom trust would,"[0, 1, 25, 3095]",
yC5-pJT-6Vs,alien arthur attack babar celest celestevil dismantl firefli magnifi must power straw unhook windjamm youd,"[5, 16]",
pO9HAwizmoU,artwork batman catwoman comic croc hush killer pictur realist see superman um would,"[268, 672, 801]",
pPRvX25rxVI,advis angel appoint attend be becom behav dear devil etern forbidden guardian human importantli invis learn malici mascot naughti never obtain percentag permiss protect real rememb seminar visibl without,"[5, 16]",
NFgctTZ2XII,batter chocol coat cook deep delici fork freez fri go kitchen overnight teaspoon twinki,"[11, 20, 22, 29, 32, 120, 123, 211, 1943, 2436]",
zmi7si4N3Wc,applaus chanc eye first foreign fuent gone hermosa hour left much music rise sun thank till tomorrow wish,[8],
hSBasN_Ib-w,um,"[31, 40, 47, 57]",
M5I-iRla4FA,music oh,[12],
sjD-gsglogE,beat begin end finger first go note part play robinson second skip two um your,"[10, 97, 351, 386]",
PgeZC0NIG2A,baker craziest dude ever favorit herman holland ideal josh like one right skate uh weed yeah youv,[72],
rujPoFcnFyY,abbott acorn catch nabbit plain sic thing weirdo,"[0, 1, 5, 2500]",
Gtzfvdvd6jc,applaus music oh,[150],
80aQQ6Vhyrs,aluminium chicken foil go honey im legpiec lightli marin oil powder recip salt teaspoon uh use,"[11, 20, 22, 29, 32, 120, 221, 303, 397, 426, 560]",
neHuC63nHJw,bistro boy cheer chill els everyon everywher face game gotcha jakey jeremi korean laugh meant mike much often trust warm welcom win wont,[259],
b2fpLbRpKaM,button counter cycl diagnost hardwar idea languag mech menu pen print printer region relock report reset semi serial shelf statu suppli,"[24, 461]",
IXyKpTdDyhc,android comp honey horizont page samsung screen sim tablet uh um widget,"[21, 23, 24, 74, 115, 131, 1222]",
VqbZyG4IoL4,air back cnia coast dr episod go got hand hey im like mama mother music snoop west yall yeah,[3],
qp1t4zU-c1Q,basic crimson gun holster kydex laser lg mid offer quick retent rise ship trace xd,[180],
wAkq69hyKU4,accessor armageddon attorney bankrupt believ brother cocain confess constitu culprit declar famous financi goldman hypothet impuls incom lehman peopl prostitut regal regul sach said stearn street systemat taker think todd trust tsunami tumbl undertaken us wall would,[25],
5d_H7qBFXCo,budgi bungi confer destini guardian he hitman kill king mix new or orex orx pm race tak taken video warx watch,"[0, 1, 25, 387]",
-6yqTXNmZ7E,ascend auto banner boot breed drop grenad guardian iron kill knee know lord mainli or pad replenish rifl sar,"[0, 1, 180, 387]",
tjoLW5feJ8E,adjust allday beauti bestsel britney brittani cap curl inch measur monofila nape notic pariss polyurethan realist rene shade wear wig youll,"[50, 65, 66, 493]",
sq742IHxxFg,adjust appli click crop filter imag lab mask photo select stack tab,[308],
d6GuLNdluao,butter cosmet dialogu fierc guy im interlock irrelev itch know late littl macbook mama octob oil one peppermint ran regret shea stretch surviv terri thank that thing twist us video what whatnot wherea ye year,"[50, 998]",
U8kHW3MozoM,die dont music need resist,"[0, 1, 484, 1403]",
4_ep9dobqZ8,aha babysit capan complexion dad danger daughter excruci geez hangnail hey kiara lurk music news puma pumba pumper rana she simba simber simp tiara timon tro warthog worri wrinkl,"[5, 16, 855]",
lnEpngLd-K4,armament beij celebr china chines communist comrad event exuber feelgood flyover hundr impoverish miao stage tao thousand thursday tiananmen tunic weaponari,[1101],
cx0tDxdQ83k,ahead damag deal fighter gonna hero im kelli lightn like lu mark percentag physic play plu weapon yunfei,"[0, 1, 3162]",
304tMJxwS6Q,applaus gl glori let music,"[41, 2013]",
MVbu4Ha7jU0,abu believ blossom care ceas day deepest deepli delin despair divin elsewher encourag feel fenc free home illus insight leav live neighborli perceiv prone rake rem ridden root salari se sew smake suburb terror tre unseen welfar,"[60, 385]",
MdRxn3x7Cp0,asog blow candi candyland cyland eye face fantasi hand hore icicl ill kland lolli lollipop man ning satisfi slide slip split stampl sticki stre suin swit take tast time toland twice wake want welcom,"[5, 328, 662]",
RB0lxlQDQLM,chad fight glen gonna he heavyweight johnson know mean rematch think year,[92],
RBd7U7a35l0,aliv alreadi bear better brea breae care confess dark deep dist dream feel fire heart like lost make misdirect music part reit remain rewrit song soul tripp unchain way,"[0, 1, 36, 94]",
ljp6Qqxgx8Y,academ bench compet competit day feel game got great know like lonni lot mean offseason practic spring swagger team trey uh us,"[52, 79, 376]",
4h4X0SonqIU,aftermath dont dude go got guy ill im intend kill live marksman mcom oh outtak peopl pun reviv session shoot sniper,"[0, 1, 124, 153, 287]",
vcixvqcPONc,art book collector crud disc edit fantasi final game go hd oh okay plastic soundtrack tetu yuna,[159],
gj7XfpnqF_k,album amarina away cattl crystal day dream elon fall far first flower fruit grass laugh lusti miss rain rs she slowli somewher song stream town uh um upon wash,"[31, 40, 47]",
g8HTi4lVnSA,allah bibl book evid legisl memor messag muhammad musa muslim ocean preserv quran revel sallallahu sallam stand torah wa,[816],
ktaiJklUc7A,audio audiophil commun expos file head headphon look moda presenc public respect signatur sound substanti theyr theyv tremend type,"[410, 722]",
flKEnVARveA,accessori cab enter go im ive jumper machin macro nce okay power program select switch track,"[2, 45, 51, 137, 298, 1378, 1818]",
tY1dEcAY-nc,batteri car charg ee experiment featur hour ii kilowatt leather mile motor phantom rollsroyc,"[2, 7, 2408]",
YKxXbREzTPI,anybodi anyway apr area bu damn diamond drive ehi floor game get glider hang let mission petr pretti right rock sahel sure that there theyr town way zeb zebra,"[0, 1, 777, 1404]",
KnDPwq2vL0s,babi barbi bite camp chicken girl honey name oh okay oldest push sister skipper subscrib twin well,"[26, 194, 441]",
LTxD-_h2l8k,bait boom bot card creeper damag donat earli gang get hex kill light like mil minion play rogu think turn uh vanish,"[0, 1, 893]",
LcsI8VoNEzA,block dispens dispos dropper elev emerald filter go hopper insid item let place right system throw uh,"[0, 1, 27]",
0opnnHeNs2Y,go guitar harder hit im like music nice play plow realli sound string,"[9, 10, 34, 37, 840, 889, 2624]",
xxDRkZcs1FQ,ammo anoth back boy funyun get got im ive lenni mate monkey nearli oh onion right spanner stamina window yeah,"[0, 1, 36, 423]",
v8uEqOq8OXs,foreign handi pleas uh,"[289, 571, 666, 1948]",
9rSMJiLU4pA,ami atkin damn deni gamer goat god goddamnit hard kamper kill mail music oh ow payback plantron play shotgun sock tomahawk uav whew whoo,"[0, 1, 36, 142, 153]",
7JCwf-YXf7A,ab bike brake control engin feel gear lean mph plaqu race rear rf rr rsv steer,"[2, 17, 19, 30, 55]",
-yRogaizmiI,alway bloodlin class clown currenc dream everywher fame fla flow im kid lucid made music never recit scheme shrimp sucki verbal would write,"[50, 65, 933]",
BTWNe9XoCok,abl awar counter definit dont enemi game gameplay gun guy insan kill map orbit play realli streak ton,"[0, 1, 36, 94, 147]",
5QZgVMMdux4,applaus music,"[9, 10, 34]",
nsuXrcpoP7w,black clock cuckoo earli forest upclos,[875],
W4Z9SBpGyW8,applaus music,"[2, 76, 277]",
Zzqca_EWw7w,ancestor arent broadcast cooper dont epilogu episod friend glenn go grail heard like malcolm monday pari podcast raccoon robin thiev tune um ustream western,[2330],
EN5qy4-cTak,blackberri bold design handset keyboard phone porsch premium querti stylish,"[21, 23, 24, 758]",
ES37RrBL95o,attack base economi gateway point probe protoss proxi pylon scout uh zlot,"[0, 1, 42, 487]",
6BXTAzISmL8,actual blackberri calm case cours ebay expand leather pouch protect snug spigen,"[21, 23, 24, 758, 879, 3393]",
6CO3NurbYc4,browser connect interrupt moment nimac quad root transmiss wireless,"[1, 246]",
UYfv6gp6CZE,music,"[53, 58]",
qxGR3K6QOaE,bag bike cruiser cyclecruisercom hook jacket motorcycl mount nelson protect psycho rear seat strap tail,"[2, 30, 382, 1492, 1808, 3610]",
woXXCoU-PH4,bristl brush cheek hair ive like liquid one realli se stippl use wash,"[39, 986, 1846]",
blqhI0sQelA,laughter music st yeah,"[13, 28, 33, 38, 78, 164]",
WZjGPOQqCcU,america arthur carat chamber dark emperor exhibit exposición flag gold intim japan kirkland love must piec rediscov relationship show somehow someth sphere still switzerland treasuri vm zurich,[401],
tICe1K-0tQs,air anyth bre brea cl clap die doesnt ever exist mind never noth overwhelm time wa welcom world,"[17, 143]",
YtPIDSd9r0M,boy br day feel fu jack jing maker pe smoke spanki spell typ type way wayp,[14],
eHZL-re2R-U,blade bro cake certifi crashman cut dealt dip driveway get got hear jeep lauren like local mark metal piec saw serg tabl want water waterp,"[11, 123, 176, 462, 637, 814, 1411]",
eIjqY5627LA,aba applaus asan better chice children choic christan haah indonesia let make music oh one pan sa ston there truste world,"[3, 41]",
cl9VhaohVuQ,amara antonia ashish automaton bbl contd custard demet dualmod earthman emri ina indian jeanett matinova minecraft minecraftjar modload mysterio odna ok pata plastic precondit rhonda stifl telemedicin text tyga venir veo vermaat wadna,"[0, 1, 27]",
6PjV3czhhS8,activis beta black expect get guy jingl leak like link op remak stuff sure there ton troubl want zombi,"[0, 1, 36, 423]",
rwnVGhnjY2Y,dude dudett hello human littl name sweet togeth total whale,"[141, 178, 238, 396, 1333]",
rcKYiMNtVu0,analog atlanta fasten gate josh lans local lock oper pleas pocket remain seat seatbelt secretari secur sensor sure tabl taxi tray upright,"[2, 44, 46, 107, 109, 114, 138, 145, 2197]",
rf4Jgse1jx0,bike cadenc garmin pair phoenix scroll search select sensor speed,"[2, 44, 343, 858]",
uLy7ygMeke0,best horror rock surviv thought,"[0, 1, 42, 111]",
XdsXFsxhtC8,afk dude get hit im kid lag like liter marker tank vibrat who,"[0, 1, 36, 403]",
Bv_m3yqun5Y,ch dne east english fine girl jamaica kenya ky land like look mc mine music ne north plane pretend south spend stra summer till west,[14],
B6k5JK4OwdA,buger camp chang comedi concentr david fascism funni inner job laughter mitchel peep polit robert russel uh utopia world,[325],
p2yZSlJAFFg,beat bpm button click cue deck loop mix play track zulu,"[61, 599]",
p3BCcuZFFlM,car charli incident nash sportsmen,"[2, 7, 399]",
oMSKctPNMJ4,bit board concav feeder fin grovel jumper lost puddl rail rel shape simpl surf tweak wave,"[182, 392]",
oN52VTmXu_E,bednarski brook chandler defens fumbl huski kinder offens quarterback seawolv senior stoni thompson uconn whitmer yard yukon,"[0, 79]",
OeT-SH47Wr8,arrang bowl cut dissolv fillet handai kirikakezukuri mackerel ml plate pot rice shiso skin slice sushi tbsp thin vinegar,"[11, 20, 22, 29, 32, 221, 1115, 1136]",
ION8IyGBPj0,ball battl dragon fallout form frieza gameplay go goen jake kaii kid let psp saiyan scx tagam ten trunk umd unbox wise wolf,"[0, 1, 144, 349, 743]",
MEpAo-V0hxo,attitud cream cube dream drop exercis exterior get ice interior itsot like million nice phantom ra sh sping suicid tri wher,"[2, 7, 48, 177, 460, 1031, 1632, 3578]",
WyBPxUFfhjs,ab ac auburn boattail build cadillac car certifi chassi cours cruis dorado drive driven el jenkin lincoln littl matic plaqu power road shipment test turnkey uh um,"[2, 7, 399]",
WzRREy9T6w0,air compion dancer everywher feel fre hand jo join lift lon mind music passion theot us voic,"[2, 44, 46, 107, 109, 114, 138, 145, 155, 1603]",
OqfrFtjP10c,alexa bab best blue buun chomi closeup comfi cool friend ian im jo mafia move music neop of papa puppi sidekick sidi snow sorri spotlight thein,"[26, 782]",
4wTTeU6IWFU,accept august chef chefcom culinari dogmat expo feel festiv food guilt peopl raw rawfood salad sherri splender weve your,[886],
vR_32kVQIx8,booklet botan director flower garden giver god hybrid nation orchid singapor,"[126, 220]",
xgJo16JD99k,foreign thank,"[0, 93, 102]",
cAJyGXt8F2I,alien attractor batteri chewbacca coaster death drop five follow guy he hook hud hundr let like mayb motor oh okay piec put switch thor thousand track weird well what whoa wow yeah,"[2, 26, 45, 130, 255]",
